,0.5,0.6,0.7,0.8,0.9,1
1309,,,,399.2335489,,
1310,,,,,89.1403707,3.329434999
1311,,,,,,
1312,,,1256.602509,,,
1313,,,,,,
1314,,,,,,3.329434999
1315,,,,,,
1316,,,,,,
1317,,,,,,
1318,5440.621055,,,,,
1319,,,,,,
1320,,,,,,
1321,,,,,,3.329434999
1322,,5580.81069,,,,
1323,,,,,,
1324,,,,,,
1325,,,,,89.1403707,
1326,,,,,,
1327,,,,399.2335489,,3.329434999
1328,,,,,,
1329,,,1834.430043,,,
1330,,,,,,
1331,,,,,,3.329434999
1332,,,,,,
1333,,,,,,
1334,,,,,,
1335,,,,,,
1336,,,,,,
1337,,,,,,3.329434999
1338,,,,,96.59729415,
1339,5440.621055,,,,,
1340,,,,,,
1341,,,,,,
1342,,5580.81069,,,,
1343,,,,,,
1344,,,,,,
1345,,,,399.2335489,,3.227737015
1346,,,,,,
1347,,,,,,
1348,,,,,96.59729415,
1349,,,,,,
1350,,,,,,3.227737015
1351,,,2471.867471,,,
1352,,,,,,
1353,,,,,,
1354,,,,,,
1355,,,,,,
1356,,,,,,3.128234693
1357,,,,,,
1358,,,,,,
1359,,,,399.2335489,,
1360,,,,,,3.128234693
1361,,5915.897966,,,96.59729415,
1362,,,,,,
1363,1419.019139,,,,,
1364,,,,,,
1365,,,,,,
1366,,,,,,
1367,,,,,,
1368,,,,,,3.128234693
1369,,,2225.28755,,,
1370,,,,,,
1371,,,,,,
1372,,,,,,
1373,,,,436.8755533,,
1374,,,,,,3.128234693
1375,,,,,,
1376,,,,,96.59729415,
1377,,,,,,
1378,,,,,,
1379,,,,,,
1380,,,,,,
1381,,4886.306049,,,,2.213886478
1382,1419.019139,,,,,
1383,,,,,,
1384,,,,,,
1385,,,,,,
1386,,,,,96.59729415,
1387,,,2329.697067,,,
1388,,,,,,
1389,,,,,,2.213886478
1390,,,,436.8755533,,
1391,,,,,,
1392,,,,,,
1393,,,,,,
1394,,,,,,2.213886478
1395,,,,,,
1396,,,,,,
1397,,,,,,2.213886478
1398,,,,,,
1399,5594.417522,4050.793887,,,96.59729415,
1400,,,,,,
1401,,,2329.697067,,,
1402,,,,,,2.213886478
1403,,,,,,
1404,,,,,,
1405,,,,,,
1406,,,,,,
1407,,,,436.8755533,,
1408,,,,,,2.213886478
1409,,,,,,
1410,,,,,,
1411,,,,,74.24977926,
1412,,,1889.634232,,,
1413,,,,,,2.213886478
1414,,,,,,
1415,,,,,,
1416,,,,,,
1417,,,,,,2.213886478
1418,,,,,,
1419,,4050.793887,,,,
1420,5594.417522,,,,,2.213886478
1421,,,,,,
1422,,,,,,
1423,,,,,,2.213886478
1424,,,,,74.24977926,
1425,,,,,,
1426,,,,,,
1427,,,,436.8755533,,
1428,,,,,,2.213886478
1429,,,,,,
1430,,,,,,
1431,,,1179.013505,,,
1432,,,,,,
1433,,,,,,
1434,,,,,,
1435,,4050.793887,,,,
1436,,,,,74.24977926,2.12953158
1437,,,,,,
1438,,,,,,
1439,,,,,,2.12953158
1440,,,,,,
1441,,,,,,
1442,,,,,,
1443,2950.976504,,,434.7984114,,
1444,,,,,,
1445,,,,,,
1446,,,,,,
1447,,4050.793887,,,,2.12953158
1448,,,,,60.80963437,
1449,,,,,,
1450,,,,,,2.12953158
1451,,,1128.140141,,,
1452,,,,,,
1453,,,,,,
1454,,,,,,
1455,,,,,,2.12953158
1456,,,,434.7984114,,
1457,,,,,,
1458,,,,,,2.12953158
1459,,,,,,
1460,,,,,,
1461,2950.976504,,,,60.80963437,
1462,,,,,,
1463,,,,,,2.12953158
1464,,,,,,
1465,,,,,,
1466,,,,,,2.12953158
1467,,,,,,
1468,,,,,,
1469,,,,,,
1470,,,1128.140141,389.8135194,,
1471,,,,,,2.12953158
1472,,4050.793887,,,,
1473,,,,,60.80963437,
1474,,,,,,2.12953158
1475,,,,,,
1476,,,,,,
1477,,,,,,2.12953158
1478,,,,,,
1479,,,,,,
1480,,,,,,2.12953158
1481,,,,,,
1482,2950.976504,,,,,
1483,,,,389.8135194,,
1484,,,1128.140141,,,2.12953158
1485,,,,,,
1486,,,,,,
1487,,,,,,
1488,,,,,,
1489,,,,,60.80963437,
1490,,,,,,
1491,,,,,,2.12953158
1492,,,,,,
1493,,4050.793887,,,,
1494,,,,,,2.12953158
1495,,,,,,
1496,,,,,,
1497,,,,389.8135194,,
1498,,,,,,2.12953158
1499,,,,,,
1500,,,,,,
1501,,,,,,
1502,,,1128.140141,,,2.109952657
1503,,,,,60.80963437,
1504,,,,,,
1505,,,,,,
1506,,,,,,
1507,,,,,,2.109202448
1508,,,,,,
1509,,,,,,
1510,,,,,,
1511,2950.976504,,,,,2.109202448
1512,,,,,,
1513,,4050.793887,,389.8135194,,
1514,,,,,60.80963437,
1515,,,,,,
1516,,,,,,
1517,,,,,,2.106051179
1518,,,,,,
1519,,,,,,
1520,,,,,,
1521,,,,,,2.106051179
1522,,,1005.7944,,,
1523,,,,,,
1524,,,,,,
1525,,,,389.8135194,,
1526,,,,,,
1527,,,,,,
1528,,,,,60.80963437,2.106051179
1529,,,,,,
1530,,,,,,
1531,,,,,,
1532,,,,,,
1533,2950.976504,,,,,2.061502995
1534,,,,,,
1535,,,,,,
1536,,,,,,2.061502995
1537,,3707.001055,,,,
1538,,,,,60.80963437,
1539,,,,,,
1540,,,,,,2.061502995
1541,,,,,,
1542,,,1005.7944,358.8776503,,
1543,,,,,,
1544,,,,,,
1545,,,,,,
1546,,,,,,
1547,,,,,60.80963437,2.061502995
1548,,,,,,
1549,,,,,,
1550,2950.976504,,,,,
1551,,,,,,2.061502995
1552,,,,,,
1553,,,,,,
1554,,,,,,
1555,,,,,,
1556,,,,,,2.061502995
1557,,,,,,
1558,,,,,,2.061502995
1559,,3707.001055,1005.7944,,,
1560,,,,,77.22229215,
1561,,,,,,
1562,,,,,,
1563,,,,,,
1564,,,,358.8776503,,
1565,,,,,,
1566,,,,,,2.061502995
1567,,,,,,
1568,,,,,,
1569,,,,,,
1570,,,,,,
1571,,,,,,
1572,,,,,,
1573,,,,,77.22229215,2.041863414
1574,,,,,,
1575,,,1985.194955,,,
1576,,,,,,
1577,6486.056422,3707.001055,,,,
1578,,,,358.8776503,,
1579,,,,,,2.034436786
1580,,,,,,
1581,,,,,,2.034436786
1582,,,,,,
1583,,,,,,
1584,,,,,,
1585,,,,,,
1586,,,,,,
1587,,,,,,
1588,,,,,77.22229215,
1589,,,,,,2.011814432
1590,,,,,,
1591,,,,,,
1592,,,1985.194955,,,
1593,,,,,,2.011814432
1594,,3707.001055,,,,
1595,,,,,,
1596,,,,,,
1597,,,,,,
1598,,,,,,
1599,,,,,,2.011814432
1600,,,,358.8776503,,
1601,7354.35946,,,,,
1602,,,,,,
1603,,,,,,
1604,,,,,77.22229215,
1605,,,,,,
1606,,,,,,
1607,,,,,,2.011814432
1608,,,,,,
1609,,,,,,
1610,,,1985.194955,,,
1611,,,,,,
1612,,,,,,
1613,,,,,,2.011814432
1614,,,,,77.22229215,
1615,,,,,,
1616,,,,,,
1617,,2950.113856,,,,
1618,,,,,,
1619,,,,310.1410108,,
1620,,,,,,
1621,,,,,,2.011814432
1622,4263.780598,,969.3698669,,,
1623,,,,,,
1624,,,,,,
1625,,,,,,2.011814432
1626,,,,,77.22229215,
1627,,,,,,
1628,,,,,,
1629,,,,,,
1630,,,,,,
1631,,,,,,2.011814432
1632,,,,,,
1633,,,,,,
1634,,,,,,
1635,,,,,,
1636,,,,,,
1637,,,,296.8668029,,2.001227271
1638,,,,,,
1639,,2932.78136,,,,
1640,4263.780598,,,,79.22918816,
1641,,,,,,
1642,,,969.3698669,,,2.001227271
1643,,,,,,
1644,,,,,,2.001227271
1645,,,,,,
1646,,,,,,
1647,,,,,,
1648,,,,,,
1649,,,,,79.22918816,
1650,,,,,,
1651,,,,,,2.001227271
1652,,,,,,
1653,,,,,,
1654,,,,,,
1655,,,,,,2.001227271
1656,,,1044.815597,,,
1657,,,,,,
1658,,,,296.8668029,,
1659,,,,,,
1660,,2932.78136,,,,2.001227271
1661,,,,,,
1662,,,,,55.38990708,
1663,,,,,,2.001227271
1664,,,,,,
1665,6656.125146,,,,,
1666,,,,,,
1667,,,,,,
1668,,,,,,
1669,,,,,,
1670,,,,,,
1671,,,,,55.38990708,2.001227271
1672,,,1044.815597,,,
1673,,,,296.8668029,,
1674,,,,,,
1675,,,,,,
1676,,,,,,
1677,,2950.113856,,,,
1678,,,,,,
1679,,,,,,2.000532306
1680,,,,,,
1681,,,,,55.38990708,2.000532306
1682,,,,,,
1683,,,,,,
1684,,,,,,
1685,5873.025188,,1044.815597,,,
1686,,,,,,
1687,,,,,,2.000532306
1688,,,,,55.38990708,
1689,,,,,,
1690,,,,,,
1691,,,,,,
1692,,,,,,2.000532306
1693,,3121.302174,,307.7875319,,
1694,,,,,,
1695,,,,,,
1696,,,,,,
1697,,,,,,
1698,,,,,,
1699,,,,,,
1700,,,,,,1.999500284
1701,,,,,,
1702,,,,,,
1703,,,,,55.38990708,
1704,,,,,,
1705,,,,,,1.999500284
1706,,,,307.7875319,,
1707,5873.025188,,,,,
1708,,,,,,
1709,,,1008.328844,,,
1710,,,,,,
1711,,,,,,
1712,,,,,,1.997491725
1713,,1803.116765,,,,
1714,,,,,55.38990708,
1715,,,,,,
1716,,,,,,
1717,,,,,,
1718,,,,,,1.993802009
1719,,,,,,
1720,,,,,,
1721,,,1008.328844,,,1.993802009
1722,,,,,,
1723,,,,,,
1724,,,,307.7875319,,
1725,,,,,,
1726,,,,,55.38990708,
1727,,,,,,1.993802009
1728,5873.025188,,,,,
1729,,,,,,
1730,,1803.116765,,,,
1731,,,,,,
1732,,,,,,
1733,,,,,,
1734,,,,,,
1735,,,,,,
1736,,,,,55.38990708,
1737,,,,307.7875319,,1.993802009
1738,,,,,,
1739,,,,,,
1740,,,,,,
1741,,,,,,
1742,,,1044.815597,,,
1743,,,,,,1.993802009
1744,,,,,,
1745,,,,,,
1746,,,,,,
1747,5873.025188,1803.116765,,,79.22918816,1.993802009
1748,,,,,,
1749,,,,,,
1750,,,,,,
1751,,,,,,
1752,,,,271.1399753,,1.993802009
1753,,,,,,
1754,,,,,,
1755,,,,,,
1756,,,,,,
1757,,,,,,
1758,,,,,,1.993503181
1759,,,,,,
1760,,,,,,
1761,,,,,,
1762,,,,,,
1763,,,,,,
1764,,,706.6802689,,76.62143049,
1765,,,,,,
1766,,,,,,
1767,,1803.116765,,,,1.992730962
1768,,,,,,
1769,,,,,,
1770,4443.945926,,,,,
1771,,,,221.9825607,,
1772,,,,,,
1773,,,,,76.62143049,
1774,,,,,,1.992730962
1775,,,,,,
1776,,,,,,
1777,,,,,,
1778,,,,,,
1779,,,,,,
1780,,,,,,
1781,,,,,,
1782,4443.945926,,,,,1.992730962
1783,,2597.484081,,,,
1784,,,,,,
1785,,,616.417047,,,
1786,,,,,,
1787,,,,,,
1788,,,,,,
1789,,,,221.9825607,,
1790,,,,,76.62143049,
1791,,,,,,
1792,,,,,,1.992730962
1793,,,,,,
1794,,,,,,
1795,,,,,,
1796,,,,,,
1797,,,,,,
1798,,2597.484081,,,,
1799,,,,,,
1800,,,,,,
1801,,,,,,
1802,,,,,,1.992041347
1803,,,,,,
1804,,,616.417047,,,
1805,4443.945926,,,,76.62143049,
1806,,,,271.1399753,,
1807,,,,,,
1808,,,,,,
1809,,,,,,
1810,,,,,,1.992041347
1811,,,,,,
1812,,,,,,
1813,,,,,,
1814,,,,,,
1815,,,,,,
1816,,,,,,
1817,,,,,76.62143049,
1818,,,,,,
1819,,,616.417047,,,
1820,,,,,,1.992041347
1821,,,,,,
1822,,3510.230714,,,,
1823,,,,271.1399753,,
1824,,,,,,
1825,,,,,,
1826,4718.841796,,,,,
1827,,,,,,
1828,,,,,76.62143049,1.992041347
1829,,,,,,
1830,,,,,,
1831,,,,,,
1832,,,,,,
1833,,,,,,
1834,,,,,,
1835,,,,,,
1836,,,,,,
1837,,,,,,
1838,,,,,,
1839,,,616.417047,,76.62143049,
1840,,,,271.1399753,,1.992041347
1841,,,,,,
1842,,,,,,
1843,,3412.611972,,,,
1844,,,,,,
1845,,,,,,
1846,,,,,,
1847,,,,,,
1848,,,,,,
1849,,,,,,1.992041347
1850,4718.841796,,,,,
1851,,,616.417047,,,
1852,,,,,76.62143049,
1853,,,,,,
1854,,,,,,
1855,,,,,,
1856,,,,,,
1857,,,,,,1.99172959
1858,,,,,,
1859,,3412.611972,,258.3277226,,
1860,,,,,,
1861,,,,,,
1862,,,,,,
1863,,,,,,
1864,,,,,79.22918816,
1865,4718.841796,,,,,
1866,,,,,,1.99172959
1867,,,,,,
1868,,,,,,
1869,,,,,,
1870,,,,,,
1871,,,,,,
1872,,,616.417047,,,
1873,,,,,,1.991540476
1874,,,,,,
1875,,,,258.3277226,,
1876,,,,,79.22918816,
1877,,,,,,
1878,,,,,,
1879,,,,,,
1880,,2483.382639,,,,
1881,,,,,,
1882,,,,,,
1883,,,,,,1.991178708
1884,,,,,,
1885,,,616.417047,,,
1886,,,,,,
1887,,,,,,
1888,,,,,,
1889,,,,,,
1890,,,,258.3277226,,
1891,,,,,,
1892,9052.096786,,,,,
1893,,,,,,
1894,,,,,79.22918816,1.991178708
1895,,,,,,
1896,,,,,,
1897,,2483.382639,,,,
1898,,,,,,
1899,,,,,,
1900,,,,,,
1901,,,,,,
1902,,,616.417047,,,1.9910061
1903,,,,,,
1904,,,,,,
1905,,,,,,
1906,,,,,,
1907,9052.096786,,,,,
1908,,,,258.3277226,,
1909,,,,,82.07698781,
1910,,,,,,
1911,,,,,,1.9910061
1912,,,,,,
1913,,,,,,
1914,,,,,,
1915,,,,,,
1916,,,,,,
1917,,,,,,
1918,,,,,,
1919,,,,,,
1920,,,,,,1.990835229
1921,9052.096786,1609.318455,,,82.07698781,
1922,,,,,,
1923,,,616.417047,,,
1924,,,,,,
1925,,,,,,
1926,,,,,,
1927,,,,258.3277226,,
1928,,,,,,
1929,,,,,,
1930,,,,,,
1931,,,,,,1.990835229
1932,,,,,,
1933,,,,,63.31904599,
1934,,,,,,
1935,,2483.382639,,,,
1936,,,616.417047,,,
1937,,,,,,1.990642398
1938,,,,,,
1939,,,,,,
1940,,,,,,
1941,6968.210009,,,,,
1942,,,,258.3277226,,
1943,,,,,,
1944,,,,,,
1945,,,,,,
1946,,,,,,
1947,,,,,,
1948,,,,,63.31904599,1.99028994
1949,,,,,,
1950,,,,,,
1951,,2351.582798,,,,
1952,,,,,,
1953,,,,,,
1954,,,616.417047,258.3277226,,
1955,,,,,,1.99028994
1956,,,,,,
1957,,,,,,
1958,,,,,63.31904599,
1959,,,,,,
1960,,,,,,
1961,,,,,,
1962,6079.2068,,,,,
1963,,,,,,
1964,,,,,,
1965,,,,,,1.99028994
1966,,,,,,
1967,,1821.57923,,,,
1968,,,,,,
1969,,,,258.3277226,,
1970,,,,,,
1971,,,,,63.31904599,
1972,,,,,,
1973,,,,,,1.99028994
1974,,,616.417047,,,
1975,,,,,,
1976,,,,,,
1977,,,,,,
1978,,,,,,
1979,,,,,,
1980,,,,,,
1981,,,,,,
1982,,,,,,
1983,,,,,,
1984,,,,,63.31904599,
1985,7015.129591,,,278.6120419,,1.99028994
1986,,,,,,
1987,,,,,,
1988,,,,,,
1989,,,,,,
1990,,1358.052456,,,,
1991,,,,,,
1992,,,616.417047,,,
1993,,,,,,
1994,,,,,,
1995,,,,,63.31904599,1.990266985
1996,,,,,,
1997,,,,,,
1998,,,,,,
1999,,,,,,
2000,,,,,,
