0,0.5,0.6,0.7,0.8,0.9,1,nos
1,,,,,,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,,,,,,,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,95826,95826,95826,95826,95826,95826,95826
51,95826,95826,95826,95826,95826,95826,95826
52,95826,95826,95826,95826,95826,95826,95826
53,95826,95826,95826,95826,95826,95826,95826
54,95826,95826,95826,95826,95826,95826,95826
55,95826,95826,95826,95826,95826,95826,95826
56,95826,95826,95826,95826,95826,95826,95826
57,95826,95826,95826,95826,95826,95826,95826
58,95826,95826,95826,95826,95826,95826,95826
59,95826,95826,95826,95826,95826,95826,95826
60,95826,95826,95826,95826,95826,95826,95826
61,95826,95826,95826,95826,95826,95826,95826
62,95826,95826,95826,95826,95826,95826,95826
63,95826,95826,95826,95826,95826,95826,95826
64,95826,95826,95826,95826,95826,95826,95826
65,95826,95826,95826,95826,95826,95826,95826
66,95826,95826,95826,95826,82653,95826,95826
67,95826,95826,95826,95826,72649,95826,95826
68,80758,85822,95826,95826,67585,90762,95826
69,80758,71667,85822,85822,67585,67585,95826
70,80758,71667,85822,85822,67514,58424,95826
71,80758,71667,71667,85822,58424,58424,95826
72,71667,71667,71667,76732,58424,58424,95826
73,71667,71667,71667,71597,58424,58424,95826
74,71597,71667,71667,71597,58424,58424,95826
75,71597,71597,71597,71597,58424,58424,95826
76,71597,71597,71597,71597,58424,58424,95826
77,71597,71597,71597,71597,58424,58424,95826
78,71597,71597,71597,71597,58424,58424,95826
79,71597,71597,71597,71597,58424,58424,95826
80,71597,71597,71597,71597,58424,58424,95826
81,71597,71597,71597,71597,58424,58424,95826
82,71597,71597,71597,71597,58424,58424,95826
83,71597,71597,71597,71597,58424,58424,95826
84,71597,71597,71597,71597,56737,58424,95826
85,71597,71597,71597,71597,56737,58424,95826
86,71597,71597,71597,71597,56737,49560,95826
87,71597,71597,70561,71597,56737,49560,95826
88,71597,71597,70561,71597,56737,47873,95826
89,71597,71597,70561,56737,55701,47873,95826
90,71597,71597,70561,56737,55701,47873,58304
91,71597,70561,55701,46838,55701,46838,58304
92,71597,70561,55701,46838,55701,46838,58304
93,71597,70561,55701,46838,46838,46838,58304
94,71597,70561,55701,46838,46838,46838,58304
95,71597,70561,55701,46838,46838,46838,58304
96,71597,61698,46838,46838,46838,46838,58304
97,71597,61698,46838,46838,46838,46838,58304
98,71597,61698,46838,46838,46838,46838,58304
99,71597,61698,46838,46838,43934,46838,58304
100,71597,61698,46838,46838,43934,43688,58304
101,71597,61698,46838,46838,43934,43688,58304
102,71597,61698,46838,46838,43934,42379,58304
103,71597,61698,46838,46838,43192,42379,58304
104,71597,61698,46838,46838,37786,41875,58304
105,71597,61698,46838,46838,37220,41875,58304
106,71597,61698,46272,46838,37220,37503,58304
107,71597,61698,46272,46838,37220,37503,58304
108,71597,61698,46272,45529,37220,37503,58304
109,71597,61698,46272,42626,37220,37503,58304
110,68693,58794,46272,42379,34201,37503,58304
111,68693,47712,46272,42379,34201,37503,58304
112,68693,47712,43368,42379,34201,33274,58304
113,68693,47712,43368,42379,34201,33274,58304
