NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.1213e+07,1.4022e+07,1.1213e+07,1.4022e+07
1.4022e+07,1.4022e+07,1.1213e+07,1.1213e+07,1.1213e+07,1.1213e+07
